[2026-06-04 06:51:23] iteration        1/  100000 | consumed samples:        16384 | elapsed time per iteration (ms): 446213.5 | throughput per GPU (TFLOP/s/GPU): 36.7 | learning rate: 2.000000E-07 | global batch size: 16384 | lm loss: 1.319770E+01 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 10.580 | num zeros: 262293552.0 | params norm: 13415.513 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:59:40] iteration      397/  100000 | consumed samples:      6504448 | elapsed time per iteration (ms): 46475.8 | throughput per GPU (TFLOP/s/GPU): 352.3 | learning rate: 7.940000E-05 | global batch size: 16384 | lm loss: 4.187194E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.404 | num zeros: 275153856.0 | params norm: 13394.798 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:00:27] iteration      398/  100000 | consumed samples:      6520832 | elapsed time per iteration (ms): 47022.7 | throughput per GPU (TFLOP/s/GPU): 348.2 | learning rate: 7.960000E-05 | global batch size: 16384 | lm loss: 4.140807E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.613 | num zeros: 272525696.0 | params norm: 13394.701 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:01:13] iteration      399/  100000 | consumed samples:      6537216 | elapsed time per iteration (ms): 46377.0 | throughput per GPU (TFLOP/s/GPU): 353.0 | learning rate: 7.980000E-05 | global batch size: 16384 | lm loss: 4.184215E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.776 | num zeros: 257636208.0 | params norm: 13394.605 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:01:59] iteration      400/  100000 | consumed samples:      6553600 | elapsed time per iteration (ms): 46033.8 | throughput per GPU (TFLOP/s/GPU): 355.6 | learning rate: 8.000000E-05 | global batch size: 16384 | lm loss: 4.268619E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 5.086 | num zeros: 279959584.0 | params norm: 13394.509 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:02:46] iteration      401/  100000 | consumed samples:      6569984 | elapsed time per iteration (ms): 46828.9 | throughput per GPU (TFLOP/s/GPU): 349.6 | learning rate: 8.020000E-05 | global batch size: 16384 | lm loss: 4.221055E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.850 | num zeros: 274084320.0 | params norm: 13394.414 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:03:32] iteration      402/  100000 | consumed samples:      6586368 | elapsed time per iteration (ms): 45786.2 | throughput per GPU (TFLOP/s/GPU): 357.6 | learning rate: 8.040000E-05 | global batch size: 16384 | lm loss: 4.211751E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.990 | num zeros: 268172144.0 | params norm: 13394.320 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:04:18] iteration      403/  100000 | consumed samples:      6602752 | elapsed time per iteration (ms): 46060.1 | throughput per GPU (TFLOP/s/GPU): 355.4 | learning rate: 8.060000E-05 | global batch size: 16384 | lm loss: 4.293631E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.484 | num zeros: 268771840.0 | params norm: 13394.226 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:05:05] iteration      404/  100000 | consumed samples:      6619136 | elapsed time per iteration (ms): 46534.2 | throughput per GPU (TFLOP/s/GPU): 351.8 | learning rate: 8.080000E-05 | global batch size: 16384 | lm loss: 4.249245E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.001 | num zeros: 270629472.0 | params norm: 13394.132 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:05:51] iteration      405/  100000 | consumed samples:      6635520 | elapsed time per iteration (ms): 46738.9 | throughput per GPU (TFLOP/s/GPU): 350.3 | learning rate: 8.100000E-05 | global batch size: 16384 | lm loss: 4.203066E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.675 | num zeros: 283600864.0 | params norm: 13394.040 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:06:38] iteration      406/  100000 | consumed samples:      6651904 | elapsed time per iteration (ms): 46423.2 | throughput per GPU (TFLOP/s/GPU): 352.7 | learning rate: 8.120000E-05 | global batch size: 16384 | lm loss: 4.320807E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 5.284 | num zeros: 281059360.0 | params norm: 13393.952 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:07:24] iteration      407/  100000 | consumed samples:      6668288 | elapsed time per iteration (ms): 46056.6 | throughput per GPU (TFLOP/s/GPU): 355.5 | learning rate: 8.140000E-05 | global batch size: 16384 | lm loss: 4.320209E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.696 | num zeros: 263125024.0 | params norm: 13393.865 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:08:10] iteration      408/  100000 | consumed samples:      6684672 | elapsed time per iteration (ms): 46483.9 | throughput per GPU (TFLOP/s/GPU): 352.2 | learning rate: 8.160000E-05 | global batch size: 16384 | lm loss: 4.391358E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 5.024 | num zeros: 271390880.0 | params norm: 13393.779 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:08:56] iteration      409/  100000 | consumed samples:      6701056 | elapsed time per iteration (ms): 45727.8 | throughput per GPU (TFLOP/s/GPU): 358.0 | learning rate: 8.180000E-05 | global batch size: 16384 | lm loss: 4.388584E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.610 | num zeros: 268654176.0 | params norm: 13393.692 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:09:43] iteration      410/  100000 | consumed samples:      6717440 | elapsed time per iteration (ms): 47001.8 | throughput per GPU (TFLOP/s/GPU): 348.3 | learning rate: 8.200000E-05 | global batch size: 16384 | lm loss: 4.654998E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 12.587 | num zeros: 277071776.0 | params norm: 13393.609 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:10:31] iteration      411/  100000 | consumed samples:      6733824 | elapsed time per iteration (ms): 47772.6 | throughput per GPU (TFLOP/s/GPU): 342.7 | learning rate: 8.220000E-05 | global batch size: 16384 | lm loss: 4.652762E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 10.828 | num zeros: 270814528.0 | params norm: 13393.529 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:11:17] iteration      412/  100000 | consumed samples:      6750208 | elapsed time per iteration (ms): 46257.6 | throughput per GPU (TFLOP/s/GPU): 353.9 | learning rate: 8.240000E-05 | global batch size: 16384 | lm loss: 4.550709E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 5.831 | num zeros: 264663280.0 | params norm: 13393.452 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:12:03] iteration      413/  100000 | consumed samples:      6766592 | elapsed time per iteration (ms): 45841.1 | throughput per GPU (TFLOP/s/GPU): 357.1 | learning rate: 8.260000E-05 | global batch size: 16384 | lm loss: 4.419596E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.138 | num zeros: 272127648.0 | params norm: 13393.376 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:12:50] iteration      414/  100000 | consumed samples:      6782976 | elapsed time per iteration (ms): 46838.3 | throughput per GPU (TFLOP/s/GPU): 349.5 | learning rate: 8.280000E-05 | global batch size: 16384 | lm loss: 4.414025E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.088 | num zeros: 269824000.0 | params norm: 13393.301 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:13:36] iteration      415/  100000 | consumed samples:      6799360 | elapsed time per iteration (ms): 45801.3 | throughput per GPU (TFLOP/s/GPU): 357.4 | learning rate: 8.300000E-05 | global batch size: 16384 | lm loss: 4.489980E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.418 | num zeros: 274982048.0 | params norm: 13393.228 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:14:22] iteration      416/  100000 | consumed samples:      6815744 | elapsed time per iteration (ms): 46529.0 | throughput per GPU (TFLOP/s/GPU): 351.9 | learning rate: 8.320000E-05 | global batch size: 16384 | lm loss: 4.526053E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 6.820 | num zeros: 273590976.0 | params norm: 13393.153 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:15:09] iteration      417/  100000 | consumed samples:      6832128 | elapsed time per iteration (ms): 46493.6 | throughput per GPU (TFLOP/s/GPU): 352.1 | learning rate: 8.340000E-05 | global batch size: 16384 | lm loss: 4.510413E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.286 | num zeros: 281395648.0 | params norm: 13393.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:15:55] iteration      418/  100000 | consumed samples:      6848512 | elapsed time per iteration (ms): 46653.1 | throughput per GPU (TFLOP/s/GPU): 350.9 | learning rate: 8.360000E-05 | global batch size: 16384 | lm loss: 4.429990E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.127 | num zeros: 268279408.0 | params norm: 13393.010 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:16:41] iteration      419/  100000 | consumed samples:      6864896 | elapsed time per iteration (ms): 45951.5 | throughput per GPU (TFLOP/s/GPU): 356.3 | learning rate: 8.380000E-05 | global batch size: 16384 | lm loss: 4.446159E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.838 | num zeros: 284057760.0 | params norm: 13392.940 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:17:28] iteration      420/  100000 | consumed samples:      6881280 | elapsed time per iteration (ms): 46268.1 | throughput per GPU (TFLOP/s/GPU): 353.8 | learning rate: 8.400000E-05 | global batch size: 16384 | lm loss: 4.460546E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 5.261 | num zeros: 276277280.0 | params norm: 13392.871 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:18:15] iteration      421/  100000 | consumed samples:      6897664 | elapsed time per iteration (ms): 46952.4 | throughput per GPU (TFLOP/s/GPU): 348.7 | learning rate: 8.420000E-05 | global batch size: 16384 | lm loss: 4.433998E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.772 | num zeros: 278168512.0 | params norm: 13392.800 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:19:00] iteration      422/  100000 | consumed samples:      6914048 | elapsed time per iteration (ms): 45900.7 | throughput per GPU (TFLOP/s/GPU): 356.7 | learning rate: 8.440000E-05 | global batch size: 16384 | lm loss: 4.495076E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.954 | num zeros: 275360096.0 | params norm: 13392.728 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:19:47] iteration      423/  100000 | consumed samples:      6930432 | elapsed time per iteration (ms): 46680.9 | throughput per GPU (TFLOP/s/GPU): 350.7 | learning rate: 8.460000E-05 | global batch size: 16384 | lm loss: 4.529619E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 5.291 | num zeros: 274777152.0 | params norm: 13392.658 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:20:35] iteration      424/  100000 | consumed samples:      6946816 | elapsed time per iteration (ms): 47646.8 | throughput per GPU (TFLOP/s/GPU): 343.6 | learning rate: 8.480000E-05 | global batch size: 16384 | lm loss: 4.335161E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.320 | num zeros: 268427216.0 | params norm: 13392.585 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:21:21] iteration      425/  100000 | consumed samples:      6963200 | elapsed time per iteration (ms): 46247.6 | throughput per GPU (TFLOP/s/GPU): 354.0 | learning rate: 8.500000E-05 | global batch size: 16384 | lm loss: 4.422126E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.470 | num zeros: 266506240.0 | params norm: 13392.513 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:22:07] iteration      426/  100000 | consumed samples:      6979584 | elapsed time per iteration (ms): 46448.4 | throughput per GPU (TFLOP/s/GPU): 352.5 | learning rate: 8.520000E-05 | global batch size: 16384 | lm loss: 4.359342E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.534 | num zeros: 259265744.0 | params norm: 13392.441 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:22:54] iteration      427/  100000 | consumed samples:      6995968 | elapsed time per iteration (ms): 46886.4 | throughput per GPU (TFLOP/s/GPU): 349.2 | learning rate: 8.540000E-05 | global batch size: 16384 | lm loss: 4.558910E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 7.072 | num zeros: 252255424.0 | params norm: 13392.370 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:23:40] iteration      428/  100000 | consumed samples:      7012352 | elapsed time per iteration (ms): 45580.6 | throughput per GPU (TFLOP/s/GPU): 359.2 | learning rate: 8.560000E-05 | global batch size: 16384 | lm loss: 4.441425E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.714 | num zeros: 278954112.0 | params norm: 13392.296 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:24:26] iteration      429/  100000 | consumed samples:      7028736 | elapsed time per iteration (ms): 45751.1 | throughput per GPU (TFLOP/s/GPU): 357.8 | learning rate: 8.580000E-05 | global batch size: 16384 | lm loss: 4.394565E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.559 | num zeros: 274965888.0 | params norm: 13392.221 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:25:13] iteration      430/  100000 | consumed samples:      7045120 | elapsed time per iteration (ms): 46965.0 | throughput per GPU (TFLOP/s/GPU): 348.6 | learning rate: 8.600000E-05 | global batch size: 16384 | lm loss: 4.289184E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.009 | num zeros: 253206576.0 | params norm: 13392.146 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:26:00] iteration      431/  100000 | consumed samples:      7061504 | elapsed time per iteration (ms): 47058.0 | throughput per GPU (TFLOP/s/GPU): 347.9 | learning rate: 8.620000E-05 | global batch size: 16384 | lm loss: 4.270908E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.609 | num zeros: 270307840.0 | params norm: 13392.069 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:26:46] iteration      432/  100000 | consumed samples:      7077888 | elapsed time per iteration (ms): 46155.0 | throughput per GPU (TFLOP/s/GPU): 354.7 | learning rate: 8.640000E-05 | global batch size: 16384 | lm loss: 4.220174E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.129 | num zeros: 268775136.0 | params norm: 13391.990 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:27:32] iteration      433/  100000 | consumed samples:      7094272 | elapsed time per iteration (ms): 46437.8 | throughput per GPU (TFLOP/s/GPU): 352.6 | learning rate: 8.660000E-05 | global batch size: 16384 | lm loss: 4.236821E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.990 | num zeros: 266511584.0 | params norm: 13391.910 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:28:18] iteration      434/  100000 | consumed samples:      7110656 | elapsed time per iteration (ms): 46133.5 | throughput per GPU (TFLOP/s/GPU): 354.9 | learning rate: 8.680000E-05 | global batch size: 16384 | lm loss: 4.224317E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.976 | num zeros: 253801808.0 | params norm: 13391.828 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:29:04] iteration      435/  100000 | consumed samples:      7127040 | elapsed time per iteration (ms): 45548.2 | throughput per GPU (TFLOP/s/GPU): 359.4 | learning rate: 8.700000E-05 | global batch size: 16384 | lm loss: 4.178502E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.024 | num zeros: 274236672.0 | params norm: 13391.745 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:29:51] iteration      436/  100000 | consumed samples:      7143424 | elapsed time per iteration (ms): 46661.7 | throughput per GPU (TFLOP/s/GPU): 350.9 | learning rate: 8.720000E-05 | global batch size: 16384 | lm loss: 4.202524E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.386 | num zeros: 285843968.0 | params norm: 13391.660 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:30:38] iteration      437/  100000 | consumed samples:      7159808 | elapsed time per iteration (ms): 47512.3 | throughput per GPU (TFLOP/s/GPU): 344.6 | learning rate: 8.740000E-05 | global batch size: 16384 | lm loss: 4.164393E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.711 | num zeros: 273061760.0 | params norm: 13391.573 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:31:24] iteration      438/  100000 | consumed samples:      7176192 | elapsed time per iteration (ms): 46324.5 | throughput per GPU (TFLOP/s/GPU): 353.4 | learning rate: 8.760000E-05 | global batch size: 16384 | lm loss: 4.168729E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.478 | num zeros: 277595552.0 | params norm: 13391.485 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:32:10] iteration      439/  100000 | consumed samples:      7192576 | elapsed time per iteration (ms): 45741.3 | throughput per GPU (TFLOP/s/GPU): 357.9 | learning rate: 8.780000E-05 | global batch size: 16384 | lm loss: 4.127326E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.929 | num zeros: 264981504.0 | params norm: 13391.394 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:32:57] iteration      440/  100000 | consumed samples:      7208960 | elapsed time per iteration (ms): 46316.3 | throughput per GPU (TFLOP/s/GPU): 353.5 | learning rate: 8.800000E-05 | global batch size: 16384 | lm loss: 4.106258E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.727 | num zeros: 271473376.0 | params norm: 13391.303 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:33:42] iteration      441/  100000 | consumed samples:      7225344 | elapsed time per iteration (ms): 45931.3 | throughput per GPU (TFLOP/s/GPU): 356.4 | learning rate: 8.820000E-05 | global batch size: 16384 | lm loss: 4.065719E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.789 | num zeros: 271230176.0 | params norm: 13391.208 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:34:29] iteration      442/  100000 | consumed samples:      7241728 | elapsed time per iteration (ms): 46234.5 | throughput per GPU (TFLOP/s/GPU): 354.1 | learning rate: 8.840000E-05 | global batch size: 16384 | lm loss: 4.051113E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.768 | num zeros: 272123936.0 | params norm: 13391.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:35:15] iteration      443/  100000 | consumed samples:      7258112 | elapsed time per iteration (ms): 46742.0 | throughput per GPU (TFLOP/s/GPU): 350.3 | learning rate: 8.860000E-05 | global batch size: 16384 | lm loss: 4.042154E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.729 | num zeros: 255841968.0 | params norm: 13391.016 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:36:02] iteration      444/  100000 | consumed samples:      7274496 | elapsed time per iteration (ms): 46300.2 | throughput per GPU (TFLOP/s/GPU): 353.6 | learning rate: 8.880000E-05 | global batch size: 16384 | lm loss: 4.028111E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.882 | num zeros: 266556976.0 | params norm: 13390.919 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:36:48] iteration      445/  100000 | consumed samples:      7290880 | elapsed time per iteration (ms): 46616.6 | throughput per GPU (TFLOP/s/GPU): 351.2 | learning rate: 8.900000E-05 | global batch size: 16384 | lm loss: 4.011868E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.395 | num zeros: 257110992.0 | params norm: 13390.821 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:37:35] iteration      446/  100000 | consumed samples:      7307264 | elapsed time per iteration (ms): 46459.5 | throughput per GPU (TFLOP/s/GPU): 352.4 | learning rate: 8.920000E-05 | global batch size: 16384 | lm loss: 4.005163E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.184 | num zeros: 264832928.0 | params norm: 13390.722 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:38:21] iteration      447/  100000 | consumed samples:      7323648 | elapsed time per iteration (ms): 46465.2 | throughput per GPU (TFLOP/s/GPU): 352.3 | learning rate: 8.940000E-05 | global batch size: 16384 | lm loss: 3.955790E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 0.818 | num zeros: 271059072.0 | params norm: 13390.617 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:39:08] iteration      448/  100000 | consumed samples:      7340032 | elapsed time per iteration (ms): 46240.7 | throughput per GPU (TFLOP/s/GPU): 354.1 | learning rate: 8.960000E-05 | global batch size: 16384 | lm loss: 3.994244E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.912 | num zeros: 256777024.0 | params norm: 13390.514 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:39:55] iteration      449/  100000 | consumed samples:      7356416 | elapsed time per iteration (ms): 47124.8 | throughput per GPU (TFLOP/s/GPU): 347.4 | learning rate: 8.980000E-05 | global batch size: 16384 | lm loss: 4.008076E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.542 | num zeros: 265274624.0 | params norm: 13390.411 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:40:43] iteration      450/  100000 | consumed samples:      7372800 | elapsed time per iteration (ms): 47993.6 | throughput per GPU (TFLOP/s/GPU): 341.1 | learning rate: 9.000000E-05 | global batch size: 16384 | lm loss: 3.983807E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.423 | num zeros: 280526592.0 | params norm: 13390.308 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:41:29] iteration      451/  100000 | consumed samples:      7389184 | elapsed time per iteration (ms): 46184.1 | throughput per GPU (TFLOP/s/GPU): 354.5 | learning rate: 9.020000E-05 | global batch size: 16384 | lm loss: 3.969548E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.545 | num zeros: 275475328.0 | params norm: 13390.201 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:42:15] iteration      452/  100000 | consumed samples:      7405568 | elapsed time per iteration (ms): 46339.9 | throughput per GPU (TFLOP/s/GPU): 353.3 | learning rate: 9.040000E-05 | global batch size: 16384 | lm loss: 3.909425E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 0.999 | num zeros: 272603712.0 | params norm: 13390.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:43:02] iteration      453/  100000 | consumed samples:      7421952 | elapsed time per iteration (ms): 47143.7 | throughput per GPU (TFLOP/s/GPU): 347.3 | learning rate: 9.060000E-05 | global batch size: 16384 | lm loss: 3.934159E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.501 | num zeros: 262953760.0 | params norm: 13389.989 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:43:48] iteration      454/  100000 | consumed samples:      7438336 | elapsed time per iteration (ms): 45826.9 | throughput per GPU (TFLOP/s/GPU): 357.3 | learning rate: 9.080000E-05 | global batch size: 16384 | lm loss: 3.889466E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.042 | num zeros: 284909120.0 | params norm: 13389.881 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:44:34] iteration      455/  100000 | consumed samples:      7454720 | elapsed time per iteration (ms): 46248.3 | throughput per GPU (TFLOP/s/GPU): 354.0 | learning rate: 9.100000E-05 | global batch size: 16384 | lm loss: 3.953575E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.887 | num zeros: 257122224.0 | params norm: 13389.773 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:45:21] iteration      456/  100000 | consumed samples:      7471104 | elapsed time per iteration (ms): 46962.5 | throughput per GPU (TFLOP/s/GPU): 348.6 | learning rate: 9.120000E-05 | global batch size: 16384 | lm loss: 3.934426E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.338 | num zeros: 282579424.0 | params norm: 13389.664 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:46:08] iteration      457/  100000 | consumed samples:      7487488 | elapsed time per iteration (ms): 46404.1 | throughput per GPU (TFLOP/s/GPU): 352.8 | learning rate: 9.140000E-05 | global batch size: 16384 | lm loss: 3.912950E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.739 | num zeros: 266051504.0 | params norm: 13389.558 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:46:54] iteration      458/  100000 | consumed samples:      7503872 | elapsed time per iteration (ms): 45922.7 | throughput per GPU (TFLOP/s/GPU): 356.5 | learning rate: 9.160000E-05 | global batch size: 16384 | lm loss: 3.878462E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 0.991 | num zeros: 269762304.0 | params norm: 13389.447 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:47:40] iteration      459/  100000 | consumed samples:      7520256 | elapsed time per iteration (ms): 46771.3 | throughput per GPU (TFLOP/s/GPU): 350.0 | learning rate: 9.180000E-05 | global batch size: 16384 | lm loss: 3.928368E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.529 | num zeros: 270073664.0 | params norm: 13389.340 | number of skipped iterations:   0 | number of nan iterations:   0 |
